state,action,supervisor_action
11122211,right,nothing
11121212,nothing,left
11121212,up,up
11121212,down,up
12221212,nothing,right
12221212,left,right
12222211,nothing,down
12222211,nothing,down
12222211,up,nothing
11122211,left,right
11122211,down,down
12222211,nothing,right
12222211,left,nothing
12222211,nothing,up
12222211,up,right
11122211,right,down
11121212,up,up
11121212,down,left
12221212,right,right
12221112,up,nothing
11121212,down,left
12221112,left,nothing
12221212,left,right
12222211,left,up
12222211,nothing,right
12222211,nothing,right
12222211,left,right
12222211,down,up
12122211,down,right
12122211,down,right
12122211,down,left
12122111,up,nothing
12122211,right,right
12111212,right,down
12111212,down,right
12111212,nothing,right
12111212,up,right
12111212,down,right
12111212,up,up
12111212,right,left
12111212,left,left
12122211,down,left
12122111,left,down
12122111,up,up
12122211,down,right
12122111,up,down
12122211,up,right
12122211,right,left
12111212,up,down
12111212,up,right
12221212,nothing,down
12221212,up,down
11121212,nothing,right
11121212,down,up
12221212,nothing,right
12221212,left,left
12222211,left,down
12222211,right,up
12221212,nothing,nothing
12221212,nothing,down
12221212,down,right
12111212,right,up
12111212,right,up
12111212,down,nothing
12111212,up,nothing
12111212,nothing,right
12111212,down,nothing
12111212,left,left
12122211,right,up
12111212,nothing,left
12111212,down,down
12111212,up,left
12111212,down,down
12111212,left,down
12122211,down,right
12122111,left,down
12122111,up,left
12122211,up,right
12122211,down,nothing
12122211,left,right
12122211,left,right
12122211,nothing,up
12122211,left,down
12122211,nothing,down
12122211,down,up
12122111,up,up
12122211,down,down
12122111,down,left
12121211,down,left
12121111,down,up
12121111,right,nothing
12121112,up,up
12121212,left,nothing
12121211,right,right
12121212,right,left
11121212,right,up
11121212,left,nothing
11121212,up,up
11121212,down,right
12121112,right,up
12121112,up,right
11121212,nothing,right
11121212,right,up
11121212,right,nothing
11121212,up,up
11121212,right,up
22121212,up,left
22121211,down,right
22121212,up,nothing
22121211,right,up
12111212,up,left
12111212,right,nothing
12111212,nothing,left
12111212,left,down
22121211,left,down
22121211,left,left
22121211,nothing,up
22121211,up,left
22121211,down,up
22121211,up,right
22121211,right,down
12111212,nothing,left
12111212,up,up
12111212,left,nothing
21121211,nothing,left
21121211,right,down
12111212,nothing,right
12111212,right,left
12111212,left,right
21121211,right,left
12111212,right,nothing
12111212,down,nothing
12111212,right,down
12111212,down,nothing
12111212,left,nothing
22121211,up,down
22121211,right,right
12111212,down,up
12111212,nothing,down
12111212,right,right
12111212,right,right
12111212,left,down
22121211,up,nothing
22121211,right,up
12111212,nothing,right
12111212,left,left
22121211,down,up
22121211,down,up
22121211,right,nothing
12111212,down,left
12111212,nothing,up
12111212,down,right
12111112,right,up
12111112,nothing,down
12111112,up,nothing
12111212,left,up
22121212,down,up
22121112,right,up
12111112,down,right
12111112,left,right
22121112,up,nothing
22121212,up,left
22121211,right,down
12111212,down,up
12111212,nothing,left
12111212,up,up
12111212,nothing,left
12111212,down,right
12111212,right,left
12111212,up,right
12111212,nothing,up
12111212,down,up
12111212,up,right
12111212,nothing,up
12111212,nothing,left
12111212,right,nothing
12111212,down,up
12111212,right,down
12111212,left,nothing
22121212,nothing,left
22121212,left,nothing
11121212,right,down
22121212,up,left
22121211,right,nothing
12111212,nothing,up
12111212,left,left
22121211,left,down
22121211,down,left
22121212,left,right
11121212,right,right
